id,from_id,from_name,message,created_time,like_count,comment_count
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1NTc5Mzc1NzI0MTMwMDU=,trai.tim.quy.2024,Trái Tim Quỷ,"Arsenal - 148 Đặng Hải Quân Hoàng Đức Liver 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzgzNzA2MzE3Mjc5MjczOQ==,nguyen.nga.664765,Nguyễn Nga,"PSG - 189 Hoa Bỉ Ngạn Cầu Vồng Khuyết Nguyễn Minh Châu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIxMjgyMjcwMDEwNzM3NDg=,minh.pham.658670,Minh Pham,"PSG 731 Phạm Tiến Minh Pham 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzgzMDY2OTExOTc2NDQwOQ==,profile.php,Nguyễn Như,"PSG thắng - 282 Mỹ Nhi Lê Đinh Minh Ngọc Diệu Hiền Đt 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMTg3MzEyNDM5NjY1NjI=,thanh.huynh.604491,Thành Huynh,"Arsenal - 245 Pé Hiền Kim Huynh Phuong Dung Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMDc0MzgzMzIyMTM4MzM=,nguyen.thi.hien.807823,Nguyễn Thi Hiền,"PSG - 230 PhAn KhAnh Phuoc Huỳnh Truyen Huong Mai 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI4MDAwNjk4ODA2MTk4MTM3,inhminhngoc.603447,Đinh Minh Ngọc,"PSG THẮNG - 267 Hồ Thị Thu Ngân Mỹ Nhi Lê Võ T. Ngọc Mai 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1MjU2MzE4NTI1NDkzNTg=,luanphinamminh,Luân Phi Nam Minh,"PSG thắng - 164 My K My Trần Ngọc Gia Hân 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI2ODg5ODYxODgxNDA4MzY=,rosepark.110297,My Rosé,"Arsenal - 300 Bạch Trà Icarus Nguyen 1 tuần Trả lời 1",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk3MzgzMDg4NTI0ODE0Mg==,bachxanh.97,Ngờ Vờ Phờ,"PSG - 033 Hoang Quang Hieu Xuka Họ Nguyễn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0ODk0MTMwNjk0ODMxOTU=,nguyen.lan.anh.746051,Lan Anh,"Arsenal - 068 - Công Tâm Tâm Thuy Nguyen Van 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyNjA3Njk3NjQ2NjM0ODA=,rubyruby.trang.52,Huyền Ruby,"Fan cứng PSG - 194 - Xuan Tran Nguyễn Đức Thắng 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NDUzMzYzMTMzMzk3NTg=,profile.php,Hậu Phùng,"Arsenal - 029 - Ngọc Đặng Chúc Thị Bích 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1MjI0NDY3NDkyNDE1OTQ=,profile.php,Trang Milk,"PSG - 268 - Linh Khánh Hoà Phu Ly 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0ODAyNDc3NjM3ODU2NzM=,nguyen.thi.ha.193207,Nguyễn Thị Hạ,"Arsenal - 295 - Phạm Thị Trang Le Thuy Dao 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIwMjUxODc3NTE0NDM4NjA=,lan.vuphuong.123276,Thu Thuỷ Lita,"PSG - 152 - Phuong Dung Nguyen Đỗ Van Anh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzkwMDQ3NDc0NjQxNDQzMw==,an.tran.452287,An Trần,"Fan cứng Arsenal - 086 - Tùng Hoàng Ngan Nghiem 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NjAwMTAwMzE3ODQ3Nzc=,vu.nga.149019,Vũ Ngà,"PSG - 217 - Shi Su Lynk Chu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0NjAyMzg1NDU0MTY5Mjk=,thuyduong.trinhthi.90226,Trịnh Thị Thuỳ Dương,"Arsenal - 170 - Rồi Từ Đây Huong Mai 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2Nzk4NDcxMjY1OTYxNjE=,hoi.nguyen.714158,Hợi Nguyễn,"PSG - 104 - Gái Họ Văn Minh Tuyền 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMDU2NDIzNDEwNjMwOTc=,huyen.nguyen.257392,Huyền Nguyễn,"Arsenal - 133 - Mark Mạnh Bi Hoàng 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NTA3MTE3MzI4MjA1NDQ=,khanh.ngan.35750,Khánh Ngân,"PSG thắng 366 Bùi Diệp Chi Bão Ngọc 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0OTE4NDE3OTkwOTQxMDc=,nguyen.xi.872433,Nguyễn Xí,"PSG - 035 Tuyết Nguyễn The Gioi Hoa Binh Nguyễn Quỳnh Như 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk1MjUyNTM1NzYxNjkxNQ==,profile.php,Diệu Hiền Đt,"PSG thắng - 231 Đinh Minh Ngọc Ngọc Nhi TG Trịnh T. Tuyết LA 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTk1OTQ5MzY3OTU0OTk=,lan.phuong.hong.2025,Lan Phượng Hồng,"PSG - 244 Hà Thanh Thanh Lan Phượng Hồng Hii Phạm Phạm Phương 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMjEzNDc2MjIwMDg3Mzc=,bui.thi.phi.2025,Bùi Thị Phỉ,"Arsenal thắng - 256 Đinh Thị Cẩm Hân Đinh Ngọc-Miền Tây Trịnh T. Tuyết LA 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMDkxMTM3ODgyODM3ODE=,trinh.t.tuyet.la,Trịnh T. Tuyết LA,"PSG thắng Ngọc Ngọc Ngọc Đm Hồ Thị Thu Ngân BT Lan Hương 177 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk0MjM4OTc3MjA5NTgxMg==,ngo.lich.626957,Ngô Lịch,"Arsenal thắng 249 Vicky Lan Nguyễn.Nguyễn Lê Doan 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1MzQyOTA4ODQ5MTk0Mzg=,nguyen.duan.candy,Ng Duân Candy,"PSG thắng - 108 D. Đức Long.Ngô Lịch 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1MzY2Mjg4NjQ4MzY0MzE=,inhthicamhan,Đinh Thị Cẩm Hân,"PSG thắng - 277 Trịnh T. Tuyết LA BT Lan Hương Đinh Minh Ngọc 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5NDQ4NTI0NDk1NDc1Mjc=,vo.t.ngoc.mai,Võ T. Ngọc Mai,"PSG thắng - 299 Ngọc Ngọc Ngọc Đm Đinh Thị Cẩm Hân BT Lan Hương 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMjE0MDAwNzM2NDc4OTc=,MMA.DUO.2026,Pham Quoc Viet Jr.,"PSG - 175 Cr Vũ Nguyễn Tú 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5Mzg3NzUyMzY4MTM5NTI=,profile.php,Huyền Duyên,"PSG - 635 Vũ Nguyễn Nguyễn Khánh Yuri Hà Lê Vi Hà Hải Âu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMjQwMTgxNzIzOTI3MjA=,bosusu.0363222589va0934212589,Đặng Ngoc Tuyền,"PSG + 89 Đặng Haan Nguyễn Thị Cửu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk2NDMyNDYwOTgzMjIzMQ==,k1m.junior1001,Khoa Nguyen,"PSG thắng Tùng Dương Khánh An Khâm Buôn Khang Lựu Đạn Hoàng Khang 277 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwOTIwNDc5OTM5OTcxMTE=,khoak1m1001,Khoa Minh Nguyen,"Fan cứng PSG thắng Minh Anh Nguyễn Anh Khoa Hùng Bùi Duy Nguyễn Kim Sath 63 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzExNTA4OTA3MzA1MzY0MDg=,minhngoc.huynh.583,Huỳnh Yến Linhh,"PSG THẮNG - 284 Nhu Huynh Huỳnh Phi Phi HuỳNh DuY AG 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg2MDA4NTUzOTg2MDU1OQ==,ngo.thuan.183117,Ngô Thuận,"PSG - 162 Thanh Hằng Nguyễn Oanh Nguyễn Văn An 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQzMzc3Nzg5MDY0Mzc4NDA=,khoai.lang.440291,Khoai Lang,"PSG + 128 Trung Nguyễn Nguyễn Đỗ Kim Hoàng Linh Dễ Thương 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5ODQ5MTU2NTU0NjExMTY=,lam.thuycry,Lam Thuycry,"PSG - 297 Lâm Bình Nguyễn Ngânn Nha 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzc0MjI0OTMzNTYxMzQ0Nw==,dinhminhngoc99,Ngọc Nữ Nữ,"PSG thắng - 265 Ngọc Nhi TG Đinh Minh Ngọc Ngọc Minh Minh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0Njc0MDY5NzQ2MDE2NDI=,phuong.thao.76580,Phương Thảo,"Arsenal + 163 Trai Đẹp QB Hùng Trần Khiết Kháu Khỉnh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIzMzg2OTI3MjY2MTY3MTc=,luong.gia.07,luong gia,"ARSENAL - 219 Tin Nguyen Trần Đông 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk3ODUxMTU5ODM2ODEzNA==,ngoc.ngoc.ngoc.33931,Ngọc Ngọc Ngọc Đm,"PSG - 153 Mai Mai Nhi VH Hồ Thị Thu Ngân Trịnh T. Tuyết LA 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI0NjAxNDQzNDExMjU4MDM=,profile.php,Trai Họ Trần,"PSG - 195 Trai Đẹp QB Tran Thao 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMjEyNjk0MDUyODc0Mjg=,ryantruong215,TC Khanh,"Arsenal thắng 282 Lan Anh Nguyễn VyVy 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0NTY5MDk1ODU3NDQxOTE=,phong.le.946,Lê Hoàng Phong,"PSG - 274 Nhu Quynh LA Vân Ngân 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMTExMTYyMTQ2NzQ3Njc=,manh.hung.688560,Gia Hoàng,"PSG thắng 467 Tiến Huyền Lý Quốc Huy Huyy Huyy 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyMTQ4NjE3ODA2MjU0MTA=,chinh.nguyen.544759,Chinh Nguyễn,"ARSENAL - 157 Nguyễn Thanh Dũng Nguyễn Chước 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg2MDEzMTMwOTg1NzY2Mg==,profile.php,Changhi Hienngoc,"PSG - 192 Sam Sundar Khoa Huynh Van Hannier Bùi Ngọc 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMDIwODUwNjU2MDA0NjY=,profile.php,Mi Hoang,"Arsenal - 432 Đăng Minh Nhi Dương DT Nhi 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5MjI4MDgyMjE3NTIyNDE=,profile.php,Đăng Minh,"PSG 214 Mi Duong Dương Tuyền My Hanh Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMDc0NDU4MTUxMzQ3NzY=,manhdung1605,Mạnh Dũng,"PSG - 605 Cường Nguyễn Lâm Di Khang Sư Bá 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0OTc2Mjc3MDU0Mjg1MjU=,ToraTaiTuan3112,Tuấn Nguyễn,"Fan cứng Arsenal thắng 183 Thiên Nhật Nguyễn Nguyễn Minh Tiến 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk5NzA3ODU3OTY4NzMyMQ==,tuannhan.0306,Nguyễn Nhân Tuấn,"PSG thắng 157 Thắng Hoàng Phong Vũ 1 tuần Trả lời 2",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMDMxODYxMTc5ODUzOTA=,profile.php,Khiêm Gia,"Psg thắng + 219 Lý Văn DíĐoàn ÂuMd Sagor Mia 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5MTMwNzAyMTI3NDMwNjY=,tran.bao.ang.923266,Trần Bảo Đăng,"PSG - 155 Tuyet Trinh Đăng Minh Mi Duong 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIxODIzNjk5OTU4NDI3NDU=,profile.php,Phòng Sâm Jessica,"PSG - 108 Mỹ LinhTran Văn RiếngTrung Nguyen Đinh Trung 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1OTg0OTAxMjEyNTE0OTY=,profile.php,Shuchin Chi Linh,"PSG - 230 HaiLua Nhat HoangChanghi HienngocThach Dương 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NTYzOTYzMDIyOTEwODg=,oanh.dao.184,Phấn Nước Hàn Quốc,"Arsenal thắng 236 NguyễnN DanhH ChuyênN NdC , Hoàngg Thịi Thuu Hườngg , Nguyễn Lê Nguyễn Lê 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3MzI5MDczNTc4NzY0NzY=,profile.php,Hannier Bùi Ngọc,"· Theo dõi PSG - 172 Nguyễn HiếuTrung ChâuTrungNguyen NguyenTrung 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI1NzY0ODk3NzI4MDc5NDk=,profile.php,Phạm Phương,"Hoà -198 Huỳnh ThanhHà Thanh ThanhHii PhạmGia Huy 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk1MjMyNzk3MDk2NTI0OA==,van.ngan.151805,Vân Ngân,"PSG - 279 Bình Bình Nguyễn Lê Hoàng Phong 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3OTI1Nzk2NjgzODc0MDc=,duyen.nam.33257,Duyên Nam,"PSG - 124 Huỳnh Tịnh Pham Thi Diep Phạm Dung Toàn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk2NjM3NTc2OTU3NzI4OQ==,profile.php,Rosa Anh Thư,"PSG - 364 Ngờ Vờ PhờLan HuỳnhNguyên Juli 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1NDY2MTY1MDAxNjM4NDc=,toan.dung.72260,Phạm Dung Toàn,"PSG - 044 Duyên Nam Pham Thi Diep Tho Tran 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1ODA2NzU5MDY4NTY5NzU=,profile.php,Nguyễn Phan HL Chi,"PSG - 019 Changhi HienngocHaiLua Nhat HoangKevin Pháp NT 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIwMTk1MDY2MTI3ODU0MDI=,profile.php,Bùi Hiền Đập Đá,"PSG - 083 Nguyễn Phan HL ChiKevin Pháp NTShuchin Chi Linh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3MTQxMDczNTYzODA1NzM=,diep.pham.752487,Pham Thi Diep,"PSG - 131 Hùng Thứ Hai Phạm Dung Toàn Tui Là Nga Lee 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk2MjY4ODE0NjYzNjI1Nw==,vangbac.trungthuy,Diep Dung Pham,"Arsenal - 109 Pham Thi Diep Trà Mimi Trung Linh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0NjU0MTkwMjgxMzQ5NTM=,profile.php,Nhật An Nhơn,"PSG - 219 Nguyễn Phan HL Chi Kevin Pháp NT Bùi Hiền Đập Đá 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMjY3MDc4MzMxMjA1OTA=,mat.troi.562745,HL Võ,"Fan cứng Arsenal - 428 Nhựt Linh Kim Loan 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTEzNTgzMzc3NDY1MTY=,profile.php,Gia Huy,"PSG - 294 Kim Khuê Nguyễn Ri Ốt Quocanh Tran 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIwOTc3NDA0NzEwOTAyNjc=,kieu.ngoc.giau,KiềU NgọC GiàU,"PSG thắng - 210 NgocTuyen LuongThi TrầN XuâN PhonG Nguyễn Tùng TC 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg0NTM2MTU5ODYzMDE2Nw==,dt.nhi.59365,DT Nhi,"Arsenal - 214 Mimi Duong Đăng Minh Trần Bảo Đăng 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0NjIyMDY2NjE4NjUxNjk=,anh.thai.154297,Anh Thai,"Arsenal thắng 155 Nguyễn Xí Ngô Quang 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyODMxMTU2MjczNjkxMjQ=,profile.php,Quê Miền Tây,"ARSENAL - 159 Binh D'shiny Hương Jelly 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQ0NTkyMzE3NjQzNDA4OTY=,rynn.isaac,Hoa Nguyen,"Arsenal - 199 Thuỳ Dương Lê Văn Hùng Thảo Lazy 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMTgzOTEzOTU1ODEyMTc=,toan.dung.duyen,Diep Dung Duyen,"PSG - 017 Duyên Nam Hương Jelly Pham Diep 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzNTA4MTgwNzA1MTY4ODE=,trantrongtan3883,Trần Trọng Tân,"PSG + 025 + Trịnh Ngọc BảoNguyễn Đức Hiếu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMDQ1NTE0MTQ5OTAyNTQ=,profile.php,Lê Đình Tuấn,"Arsenal + 096 + Trần Trọng TânĐinh Văn Cung 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5MDYxMTM4MDMzODU3NDI=,profile.php,Vũ Tuấn,"PSG + 067 + Trần Đức TuấnĐinh Văn Cung 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3MjEzNjk5MTg5MDE5NTI=,profile.php,Trần Đức Tuấn,"Arsenal + 077 + Đinh Văn CungPhan Văn Huấn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzExNjM3NDI2ODI1OTQ1MzQ=,nguyen.van.tuan.225527,Nguyễn Văn Tuấn,"PSG + 090 + Đinh Văn CungTrịnh Ngọc Bảo 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk3Mzk5MDMwMjIyMzExMw==,tran.trong.thinh.87671,Trần Trọng Thịnh,"Arsenal + 236 + Đinh Văn CungTrịnh Ngọc Bảo 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI1MzEwMjk2NjczNTE3MzI=,icloud.tan.9,Nguyễn Trung Thành,"PSG + 069 + Trần Trọng ThịnhĐinh Văn Cung 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg1NjA2MjI1Njk2MTc0OA==,tran.binh.minh.408808,Trần Bình Minh,"Arsenal + 022 + Nguyễn Thị MỹNguyễn Trung Thành 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTM4MTk0Nzc1NTY4NDc=,tannat.maicon.9,Phan Văn Huấn,"PSG + 029 + Đinh Văn CungTrịnh Ngọc Bảo 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMDc0OTY2NjgzODczMDA=,hang.cong.391082,Bình Bình Nguyễn,"PSG - 229 Vân Ngân TuTu Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyOTc4MTIyMzU4MDkzMzc=,lyco.renxue,Lyco Ng,"PSG 962 Nguyễn Thủy Tiên Nguyen Minh Thuy 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1Mzg1NzEzMzc3NjE5Mzg=,ha.long.9026040,Hà Long,"Arsenal - 285 - Duy Thơm Tạ Xuân Uyên 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQyNzk2Njg0ODkwMTM4NTA=,hoai.lai.5,Nguyễn Đức Hiếu,"Arsenal + 043 + Trần Trọng ThịnhPhan Văn Huấn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1MjQ0MjAyNzU3MTUwNDk=,tan.trong.9693001,Đinh Văn Cung,"PSG + 074 + Nguyễn Trung ThànhTrịnh Ngọc Bảo 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzgzNjk3OTIyMjgxOTc3MQ==,dunq.nguyen.3954,Nguyễn Dunq,"Hai đội hòa - 469 Út Nhỏ Tran Tina Đan Quid 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk5MjU4NDkwMDAxODYwNQ==,huynh.phi.sweetlove,Huỳnh Phi Sweetlove,"PSG thắng Lê Hảo Huynh Huynh KiềU NgọC GiàU 157 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3NTg0Mjc2OTg5Mzc1MjU=,vo.hieu.vh,Vo Hieu VH,"PSG - 230 Trịnh Văn Phúc PhươngPhương Lan 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3Mzc4NTkyMjA5ODQ1NTU=,masan.vu,Masan Vũ,"Arsenal - 173 Trần Hoài Hùng Huy Bảo Phạm Cường 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIwNjkxMDI5NTA0MzU2ODc=,khiet.khau.khinh.2024,Khiết Kháu Khỉnh,"Arsenal + 295 Hà Vy Thành Lại Van Doan 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk4ODQ4NzQyNDAzNDM0OQ==,te.le.978550,Tè Le,"Arsenal thắng - 195 Mai Nhớ Hỏi Làm Gì Giang Nguyễn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg0OTIzMDUyMTExNTU3OA==,hien.hien.861795,Hiền Hiền,"PSG - 265 Mai Nhớ Oanh HN Hoài Huyên Trương 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3MDIxNzYxMjc4MDA5ODk=,profile.php,Bear Bear,"PSG win - 295 Cheng LeeHân HânMeo Meo 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIwMzk4OTk1NTMzMDYxMDM=,qb.khiet.tran,QB Khiet Tran,"· Theo dõi PSG - 297 Trung Duc Vu Tran Thao Trai Họ Trần 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg4MjM5MDE5NDg5MzY0MA==,KIENDT13,Trung Kiên,"Fan cứng PSG - 235 Mì Tôm Dương Thị Huỳnh Giao 1 tuần Trả lời",1 tuần trước,0,0
